"","Rating","Days","Verified","Review.text","Vine.Voice","Year","DaysSimple"
"6712",5,731585,FALSE,"Reading Harry Potter and the Order of the Phoenix was one of the most thrilling, satisfying rides of my life. Filled with everything a reader could want, this story took me on a journey showing me humor, romance, suspense, and darkness. My best friend and I have constantly quoted this book, crying when our beloved, favorite character died, or even crying from laughing so hard at one of Fred and George's jokes. We've talked hours straight about it, as well as every other book in the series, and our books are worn from reading them countless times. In fact, it was so awesome, that the first time I read it, I finished it in two days, stopping only to sleep! In this particular tale, Harry in shielded from his arch enemy Voldemort by a group of adults that go by the name of The Order of the Phoenix, although, he is kept in the dark about everything going on around him. He's constantly dreaming of a hallway leading up to a door. However the answer to the secret of what lies behind this door isn't revealed until the end. That's just ONE example of the great mystery and suspense that this book beholds! It kept me on the edge of my seat and turning pages hours on end. The tale pulled me deep into its dark, dank corridors, as well as into the hearts and minds of the characters. J.K.'s ability to relate her characters to people you would meet on a daily basis is AMAZING! It's no wonder that this series is the magnificent success that it is today.",FALSE,2004,1864
"6714",4,731211,FALSE,"Like most Harry Potter fans I was up until 12:00 waiting for it to come out on the first day at a book shop.  I finished it at the next day.  The book was great until the 2nd to the last chapter.  I was expecting a better reason to explain why Voldemort tried to kill Harry.  This chapter showed that J. K. Rowling had a hard time thinking of the reason that Voldemort tried to kill Harry, but on the bright side it explained why Dumbledore hired professor Trelawney.  Besides this, everything else was unexpected, surprising, and detailed as the other books.  My favorite part is when Mad Eye Moody and Remus Lupin met the Dursleys.  Moody showed Mr. Dursley his magical eye and Mr. Dursley fell in to the carts at Kings Cross. I just hope the 6 book has a better mystery with an undiscovered villain and a red herring like the rest of the books.",FALSE,2003,1490
"6716",5,731200,FALSE,"After waiting 3 years for this book to come out, I must say that I was pleased with J.K. Rowling's continuation of the Harry Potter saga.  This book definitely added a lot to the series, and while Harry is quite moody - what 15 year-old boy (or girl, for that matter) isn't?!?  I think she got it right on the dot with that.  Yes, we'd all like Harry to stay the sweet little 12 year-old he was in the first book, but that's not really realistic now, is it?  (Not that trolls, house elfs, and talking hats are, but come on, now...)I am very much looking forward to book six - I just hope I don't have to wait another 3 years!",FALSE,2003,1479
"6717",4,731190,FALSE,"wow! this book took me around 24 hours to read, it was undoubetdly a page turner as were the previous 4 in the series. The book truly did not live up to MY expectations but nonetheless it was very good...i personallly found goblet of fire much more fast paced and interesting with many more adventures and subplots...yet the fifth book focused more on harry growing up, his friendships and relationships with girls(cho...or hermione?) etc etcbasically, harry was learning many moral lessons dealing with loyalty, leadership and most important friendshipsI am not going to reveal anything about the book because that would spoil it but I thoroughly enjoyed it and it was very well written....i would say that it is a bit more adultish in nature than the previous were but one could have speculated that at the end of the fourth...anywaysenjoy!",FALSE,2003,1469
"6718",5,732215,FALSE,"In my opinion this is the best of the Harry Potter books.  It has just the right amount of suspense, humor, and intrigue to make a memorable reading.  Harry is back and is learning more about the death of his parents and their 'friends'.  Everything isn't what it seems--which seems to be a constant lesson is this series.  Highly Recommend.",FALSE,2006,2494
"6722",5,730040,FALSE,"By far, this newest addition to the Harry Potter series offers more to the plotline than any before. Though the mystery aspect (as you may find in Chamber of Secrets) is lost, it still offers amazing twists. Rowling has many skills, one being that it is nearly impossible to guess who-done-it. In this chapter to the saga, she proves that she still has it, even after two best sellers.",FALSE,2000,319
"6723",5,731223,FALSE,"this is seriously the best harry potter in the series yet.  i dont get why people complain about the charchters not being realistic. most teens act like that and its more realistic than the first.  i dont know how good of a book for an 10 year old this is as to get more of the points and emotions you have to either be 15 or already been 15.  11 and 12 yearolds might not get it as much.  i read this book in the first day i got it, starting at 6pm and not stopping until i finsished which was about 13 hrs later.  it justs pulls you in.  one of the reasons this book is so great is that you feel basically every emotion while reading it. there were places were i cried, places where i got so embaressed, places where i was mad and places where i was happy. you could go from being sad to laughing and vice versa. i really recomend this book.  there are only two series of books that i even care about and thats harry potter and the vampire chronicles",FALSE,2003,1502
"6724",4,731868,FALSE,"OOOOuuuucccchhhh!!! Harry's scar is prickiling. ""It's the most its done at one time."" This awesome book will have you well reading into the night. The Aurors are as busy as ever in the ministy. Just keep reading to see what happends next.  With Voldemort back, the Order of the Phoenix is recalled. The Ministry is under stressful times, as well as Dumbledore. Harry must gaurd something that Voldemort is after. If he gets hs slimey hands on it, the fate of the ministy has risen. His dream has came true about opening the dorr at the end of a corridor.  This book will have you flipping pages on and on from morning to night. Remember to eat your meals because you will forget while you are reading this book.  This book has the good guys showing their victory over Lord Voldemort and his growing rebellion.",FALSE,2005,2147
"6728",5,729763,FALSE,"This is the greatest book ever!  I keep reading it over and over, wanting more.  It starts out at the Dursley's house, where Harry Potter is spending his summer vacation.  After inflating Aunt Marge, who was  visiting, with his anger, Harry takes his school stuff and runs away.  Just  when he begins to despair, Harry is nearly run over by a purple bus run by  two wizards, and he is taken to an inn called The Leaky Cauldron.  On  the last day of vacation, Harry finally meets his two best friends,  Hermione Granger and Ron Weasley.  As always, Hermione makes a decision  that creates a conflict between Ron and Hermione. That conflict comes in  the form of a huge ginger cat, bought by Hermione, who always seems to be  after Scabbers (Ron's pet rat).  There's a lot more, but I won't spoil  anything else.  Again, I love this book, and I hope you will too!",FALSE,1999,42
"6729",3,731475,FALSE,"I have always read HP with the eager expectation of what magical events will be revealed with the new book. Rowling did not disappoint me, each time conjuring so much fantasy mixed with the school day reminiscience. It felt good, to be back in a fictional elementary school with adventure and magic, surely everybody's dream adventure rather than having to practice boring arithmatics or reading social studies text books!I can see that Rowling made lot of painful effort to make the book perfect. It has, indeed, tight structure and plot that makes the thick book quite seamless. Every chapter and every conversation are indeed linked to the forthcoming events, and indeed every character fits in compactly to overarching storyline. But it no longer has that magic glitter that makes our eyes blink with awe.The story should have tried to stick to Hogwarts. Too much story takes place outside the realm of that magical school, which still seems to have lots of secrets! Why do we need to venture into Grimauld Place, Ministry of Magic or St. Mungo's? Notice a stretch Rowling goes to try to connect all those places, with fireplace communication, on-leave from Dumbling, or thestrals.The story was more fit if Hogwarts was left out completely. It just does not fit with the fifth year students trying to ward of Death Eaters. I almost felt sorry for Rowling who had to write the fighting scenes in the Ministry where spells were depicted rather like a laser blast in a Star Wars movie.It's always the childhood memories that can work magic with, well, the magic and fantasy. The story of Minister, Hospital, and much adults no longer makes that possible. What was once a magical story glossed with a touch of modernity has now been reversed, a thoroughly modern story with a whipping cream of magic. It is always possible that there can be more magic. But perhaps, the spell of childhood magic that Rowling is so capable of entertaining us has lost the charm. What if another Rowling would take over from this point who can wield, yet, another more-grown up magic more fitting for the Great Wizard of Harry Potter.Just some of the memorable moments were the thestrals, Snape's past, and the stories of giants. I feel Harry shouted rather too much, both detrimental to his vocal cords and to my eyesight, having to read over all those capital letters. Cho could have been given more role, rather than always being tearful.",FALSE,2004,1754
"6730",5,731257,FALSE,"This book is absolutley fantastic.  J.K. Rowling really captures the way a 15 year old would view and react to the torments harry and his friends are put through in this book.  Harry finally becomes the adolescent that he is and lashes out at enemies and friends alike.  The corruption in the Ministry of Magic is evident from the beginning and plays an important role in the way the book evolves.  Book 5 begins the transformation to the end of the series with a new focus, even though the structure remains the same.  A whole new cast of characters, bad or good, create a great atmosphere in the book.  With a fair amount of action, J.K. does a wonderful job of keeping the readers intrest through the 870 pages. If you're a fan of the series, this book will not give you any dissapointment.",FALSE,2003,1536
"6731",5,731181,FALSE,"This is true literature - it deals with real-life issues, events and feelings - it deals with the soul.I have great respect for the author because SHE has great respect for us.  She won't thin it out or water it down - Harry Potter V is more real and more human than the other books - by far.HP V is not as entertaining (although still a fine read) - but in 10 years, when I reach for the shelf, I might take this one first.In short, the author has created this great vehicle, and now she is really taking it somewhere, not just driving around in circles enjoying the view.",FALSE,2003,1460
"6732",5,731189,FALSE,"It was great. I loved the fifth book! But, if you're going to read it, it isn't like the previous four. In the others, you could tell that it focused on the adventure, the plot. And the characters, you got to know them through thier actions and through what others felt about them. This one, however, it went deeper into thier characters then before, focusing more on what they think, and feel. It was a whirlwind of a ride, though!There is so much more that happens in the book that makes it darker then the others, that makes Harry seem a lot older in the book. I think that since he turned fifteen, the author wanted him to seem older in the fifth book. However, despite that, it's still up to par. Though, I must say, after reading it, you'll find yourself still in post-reading shock syndrome!",FALSE,2003,1468
"6733",5,731189,FALSE,"J.K. Rowling is obviously maturing as a writer even as Harry matures as a main character. Throughout this book plot twists and exciting new developements are happening every other page, and with the extended book size (857 pages) that's a lot of plot twists. The new character in the book (Dolores Umbridge) is probably the most easy to hate villain in a book that I have ever read. Every page J.K. Rowling devizes more ways for Dolores to get in Harry's way and every chapter a new rule is created, Including an interesting and very annoying ""life ban"" on Quidditch, thus taking out another important part of the previous books. At the end of the book my favorite character dies, no, this isn't another ""important character"" like Cedric, an actual character dies, someone who is very close to Harry and adds yet another burden to his troubled life.",FALSE,2003,1468
"6739",5,729782,FALSE,"The third book in this series keeps you guessing the entire way through.  No matter what is going on around you you won't be able to put this book  down until you have read the ending.  Even though you think you know what  will happen because of th e title and the other books in the series you  will not be able to guess what happens at the end.  Throughout this book  Harry Potter, main character, is thought to be being chased by an escaped  wizard felon, Sirius Balck.  Harry is also tormented by demntors, creatures  that suck the life out of you.  Literally!!  The wizard that has escaped  turns out to be his godfather and he wasn't chasing after Harry.  Can you  guess who he was really chasing after?  No.  So read the book and if you  have not read the other books in this series read them to.  It will give  you a better background of this book.",FALSE,1999,61
"6744",4,731845,FALSE,"As many people have written already, this book is excellent. It has everything that makes a story great. Action, adventure, romance, tragedy, comedy. J.K. Rowling does a wonderful job letting you into the minds of the characters in this book. The way she writes makes you want to read more and more, not wanting to put the book down. Yes, the book is quite long. (870 pages) But you'll be surprised at how quickly you move through the book. There's not a spot in the book where you would lose interest. But, the reason I had to give it four stars out of five, is because of the death of a (in my mind) main character. Those of you who have read the book, know who I'm talking about. Those of you who haven't yet read the book, I won't spoil it for you. Let's just say, I bet you can't guess who it'll be. It completely shocked me. The character that dies in this book was my favorite character, and I'll surely miss that person in the upcoming sixth book. I just wish J.K. Rowling would have picked anyone else to kill off....anyone else.... :(",FALSE,2005,2124
"6746",5,729786,FALSE,"Harry Potter is a wonderful book for all ages, I bought this book not knowing really what it was about. But, it was the best book I have ever read. Harry goes on his adventures with his best friend Ron , and his ever  so clever friend Hemorione. The story starts out alittle boring , like the  first page , but then after that its incredible. Ive never read the first 2  books , but now im begging for them for christmas. Since Iam a teenager , i  think this book should go for more of the 12-15 age group since the book  has a little bit of cursing. I give this book 5 stars , and I would give it  more if there was more stars to give.",FALSE,1999,65
"6748",5,731251,FALSE,"Harry Potter is not what you could call a normal kid.  He is a wizard and hates his life during the summer living with his Aunt and Uncle.  Every summer he lives with them and puts up with his spoiled cousin Dudley.  It is the summer before his 5th year at Hogwarts. (a school of witchcraft and wizardy.)  Every year he loves going back to Hogwarts.  But, this summer would be different then all the others.  He gets into a mess with the Ministry of Magic.  He arrives at Hogwarts and is stressed out.  His 5th year starts out as any other.  But, as the year progresses strange things start happening to Harry.  Hogwarts changes dramatically, and the changes are the worst for Harry.  He needs to talk to his godfather(Sirius Black), but will he get through to him?  This book is a great and exciting book.  I never wanted to put it down.  Harry Potter is a great adventure for kids of all ages.  I would give this book a rating of 5 stars because it kept me wanting to read on.",FALSE,2003,1530
"6751",5,731206,FALSE,"I have to say, i did really like the order of the phoenix. The problem is, it had too much of the ""darkside"" in it. Also, the best parts are during the time that he is at hogwarts. Those are the only two things that i dont care for. Otherwise, I love it! It catches my attention, heck, I read it in two days beucase i couldnt put it down. I wish that there was some kind of love in it that was interesting. I CANT WAIT until the next one comes out.",FALSE,2003,1485
"6752",4,731210,FALSE,"First of all, we all should remember this book was born as a kid's series, so it isn't corny or silly all of the love theme that Ms. Rowling writes about.The book indeed is pretty slow at the beginning, and Harry's attittude got into my nerve some of the times (i keep saying Harry shut up every time he would start rampaging over his friends) but hey he's a teenager, and those of us who had past that time, we know how it was, even Dumbledore says it at the end of the book.I didnt like when the character died (cause he was one of my favs), but I think it should be interesting how J.K. manage to use it as a way to encourage Harry's own attitude just as the image of his own bullying father.Slow beginning like i say but the last 200-250 pages, you wont be able to put down this books. I just hope JK could get herself a new coffee place so she can write the 6th one faster.My list goes (favs first): 1. Prisoner's  2. The Order. 3. Goblet 4. Sorcerer's stone 5. Chamber.",FALSE,2003,1489
"6755",5,731180,FALSE,"Rowling yet again ensnares and enchants readers in this fifth book of the Harry Potter saga.  Everything is drawn together beautifully-the writing is fluid, the story engaging, and Harry Potter is more believeable than ever.  Rowling adds more depth to Harry as she plugs in the inevitable teenage boy surliness  crankiness, and  moments of confusion, grace, and humor as Harry deals with death, love, and rebellion against the new and irritating teacher.  I'd have to say this may be the best one yet.  Don't let the many pages daunt you; this is worth the time, and every page is magic quickly gobbled up by the eager mind.  Once again, go out there, grab this book(go buy it, borrow it from a friend or library, just please don't steal, and ACCIO HARRY POTTER AND THE ORDER OF THE PHOENIX will NOT work ;)  )-just read and be amazed.",FALSE,2003,1459
"6758",5,731193,FALSE,"J.K. Rowling has done it again.  Order of the Phoenix was a highly enjoyable book full of ups and downs and could match any soap opera for the amount of drama it contained.  Though I wouldn't necessarily say that the fifth book was the best of the five...It was still a great book that I would highly recommend to anyone.  The series has been full of adventure and while this book certainly has it...it seems a bit more subdued.  I can't see this one being a movie as it seems much more of a drama than the action packed plots of the previous four books. If you're a Harry Potter fan you will definitely enjoy Order of the Phoenix.  IF you're new to the series you will definitely need to start with Book 1 as each book builds off of the previous volume.",FALSE,2003,1472
"6759",5,732214,FALSE,"If you like books that start off like.... "" Harry's pounding footsteps echoed the dark, empty corridor of the Ministry of Magic. His heart pounding, he reached for the door..."" and middle parts that describe the book as... "" Cheers echoed around the quiddatch stadium as Slyrtherin and Griffindor entered the field entrance. Harry Potter is the Griffindor seeker versus Draco Malfoy, the Slytherin seeker. And they're off. Harry catches a sight of the little round, gold snitch and..."" and an end that is fierce and exciting... "" Spells bounced around the crowded room of the Ministry of Magic. Bellatrix Lestrange advances upon Sirius Black. He blocks her first spell, but the second spell hits him in the chest and..."" If you, as a reader, loves an exciting page-turner, than this is the book for you. Harry Potter and the Order of the phoenix will have you on the edge of your seat at all times. This book is a fantasy that takes place in the modern times and in a Wizarding environment. It describes the very life style of a troubled teenage wizard (Harry Potter) and his best friends, Ron Weasly and Hermione Granger. Ron comes from a complete wizarding family, and Hermione is muggle-born (Which is a child that has not one drop of wizarding blood in their body). This is their fifth year at Hogwarts, school of Witchcraft and Wizardry. This year, they have a lot on their minds; such as a new Defense Against the Dark Arts teacher, whose voice is so sweet it would make you sick, end of the year exams, the Quitaddch cup, and a mysterious house elf. J. K Rowling had many good descriptions in the book and made the reader seem as if they were actually taking place in the story. She made Harry's dreams come alive and vivid, she had the quiddatch games come to life, and much much more. She also had humor, romance, and had a very up-beat story line.  Rowling's language and metaphors were also used frequently. She used metaphors when needing to explain the past in Harry's life or an event that took place. Such as when Harry wanted to know about the Order of the Phoenix and what his parents did for it, they told him in their terms what happened to his parents and how they contributed. To an extent. J.K Rowling wrote and explained her view of Harry's fifth year at Hogwarts as a narrator. The theme was what really made the reader want to never put down the book. It was realistic, fast-paced, and exciting. It had the reader diving into the pages and wanting to know what event took place next. This was exactly how I felt when reading the book. I never wanted to put it down for more than a second or when my parents insisted for me to go to bed. I loved the descriptions that were told and what Harry's life was like at Hogwarts.  One book from the same genre that I compared to Harry Potter and the Order of the Phoenix was The BFG by Raul Dahl. Harry Potter and the Order of the Phoenix described a life of a teenage boy with low self-esteem and The BFG by Raul Dahl describes a little girl with a big imagination and high hopes for her dreams. Harry thought he would never feel safe in his life and was very insecure. In The BFG, the little girl felt like someday she would be safe and made sure she would have friends when she was older. Another book that I compared to Harry Potter and the Order of the Phoenix was Fever by Laurie Halse Anderson. Fever was a historical/ fiction book. It described how a disease swept people to their death and how people tried to escape it, but could not. Fever told a sad story about a girl and how each member of her family died one by one until she was left alone. Fantasy gives me more hope than fiction, so I would definitely prefer fantasy to fiction. Harry Potter and the Order of the Phoenix was one of the best books I have ever read. I loved everything about it and cannot wait for Rowling to continue with the series. It showed me how lucky I am to have loving parents and friends. Harry on the other hand had to live through his life with out his parents and had to make new friends as he moved on through life. The book showed me exactly what it would feel like to be in Harry's shoes. This sequel is a wonderful fantasy and is very heart warming.",FALSE,2006,2493
"6760",4,732241,FALSE,"Soar over Hogwarts, fight dementors, travel in time and save Harry's godfather. Wait, who's Harry's godfather?  It's Harry's third year in Hogwarts and he's 13, when suddenly Sirius Black breaks out of the prison of Azkaban guarded by dementors. In this book you can answer a lot of your questions...like who's Harry's godfather, or why they called Hogwarts, well Hogwarts and learn more fun things and facts about Hogwarts...  Although there is a lot of trouble coming Harry's way, he still pushes his way through. I liked this book because it was funny, it was interesting and it was sometimes gross. I got attracted to this book because I read the others so why not read this one...  I have learned a lot of lessons starting from Book 1! One lesson was that you can do a lot more with your friends than by yourself. Another is that you should not take something too seriously or you can fail easily and don't take something like writing the letter A, because that would be too harsh at the end. But, at the end you can just push through it...",FALSE,2006,2520
"6762",5,731538,FALSE,"This is a very good book in the Harry Potter series, in my opinion the best! the book starts with Harry fighting dementors in the little muggle town of Whinipeg, they attack his cousin and Harry uses magic on them which gets him in alot of trouble... then you learn of a group call The Order Of Phoenix wich is a group trying to stop voldomort from returning... at school life is even harder with loads of more homework, and this year is O.W.L. exams, and if that wasn't hard enough he's got a knew Defense Against The Dark Arts teacher who works for the Ministry Of Magic, and is not very nice to him. This year there is also an opening on the Gryffindor Quiditch team and some one very close to Harry trys out.  This is a very great book and I would recomend it to anyone who has read any of the other Harry Potter books.",FALSE,2004,1817
"6764",5,730155,FALSE,"Quaditch, magic, spells, witches, and wizards.  Harry Potter and the Prisoner of Azkaban includes all of these things.  Harry Potter books are just as good as any movie or TV shows that I have seen. I think that this book is the best one that I have read so far.  In this part of the series Harry gets to do lots of neat things that he has never done before.  Imagine getting a magical map that tells you where every teacher in the school is, getting to go to a magical candy store, and going on wild adventures.  You can get all of these thrills in just one book.  I think that you should read Harry Potter and the Prisoner of Azkaban .  I think that you should read this because it is filled with lots of fantasy and yet it teaches you about your life and how to deal with it.  If you like fantasy and magic then this is the book for you.",FALSE,2000,434
"6765",3,731181,FALSE,"Whereas past Harry Potter books featured suspense and action that made you read straight through the night, this book was like bad driving:  stops and starts, where the plot gets put on pause every few pages with Harry throwing some tantrum over very minor issues. One reason why readers like Harry is because he was always so brave, patient, and GOOD.  Here we are greatly tempted to forget all about him and start rootin' for some action for good ol' Ron and Hermione instead.And why all the loose-ends?  Where does Percy stand with the family, now that Voldemort is finally acknowledged as ""back""?  What happens with Cho and Harry?  Surely so much build up can't end with nothing! There were so many more questions, and it seems that all the interesting stuff consists of what happens AFTER the book has ended!And somehow, Professor Dumbledore's long-awaited revelation of truth wasn't satisfying because we didn't need an explanation of what was happening (we all had guessed what was up by now), but rather, we needed a furtherance of plot!! Let's see Harry do something for Cho!  Let's have the Order reveal more secrets!  Let's see Harry GROW UP and act with some good-naturedness!  Let's see some character-growth for Ron and Hermione!  They are quickly becoming stock characters---and not only for other eager fantasy authors, but for Rowling herself.What did I admire (but not enjoy much)?  Umbridge.  She was so evil, so well-written....makes me wonder if Ms. Rowling actually KNEW someone who she immensely IMMENSELY detested, and based Umbridge on her!  haha.  For a second there I thought she WAS a death-eater...but was she?  I don't think so.  The swamp was also a brilliant stroke.  I think I wanted to see more of Umbridge breaking down and crying.  The revenge just didnt' balance out the suffering!And for Snape, there's no need to try to place suspicion on him anymore.  He is ALWAYS the red herring suspect!  Always!I give this hefty book a 3/5, simply b/c it IS a good action-novel, but it's a HOLLYWOOD B-action-novel...in need of a good plot, good twist, and likeable characters.",FALSE,2003,1460
"6767",4,731193,FALSE,"Harry Potter starts out angry at the world for the death of Cedric in book number 4 and goes through his entire fifth year of school propelled by his anger.  His best friends Ron and Hermione again tag along on his misadventures during school while preparing for their very important OWL tests at the end of the year.  A new teacher makes everyone's lives difficult, especially Harry's.  Other characters are develped further throughout the book including Mrs. Weasley, Sirius Black, Professor Snape and Harry's father James.  Definitely worth the time to read it.  It's a good time.",FALSE,2003,1472
"6770",5,731202,FALSE,"Harry Potter's saga continues in this wonderful new addition.  Harry's firmly in his teens now, suffering from the normal plights of teen-angst.  Only problem is, Harry's not a normal teen.  So much responsibility lies squarely on his shoulder.  Lord Voldemort grows stronger, new troubles plague Hogwarts and Harry and his pals continue to grow and mature.  This newest story is pure magic!",FALSE,2003,1481
"6771",5,731190,FALSE,"This book is equal with, and quite possibly transcends, JK Rowling's previous novels. It is a very different tale in many respects, and, I'm forced to admit, rather depressing, but that should not affect your enjoyment of this book rather than your growing empathy for Harry himself. In this book you explore locations Harry has not previously visited, such as the Ministry of Magic and the Hog's Head pub, and gain further insight into matters Rowling has not previously shed much light on, such as prophecies and the Department of Mysteries. Altogether, you will race through these pages, and there are many, like you would with any other Harry Potter book, up to its breathtaking conclusion, which will, at the very least, take your breath away. Without ruining anything else, allow me to offer one helpful bit of advice: READ IT.",FALSE,2003,1469
"6773",5,731181,FALSE,"I have been reading the Harry Potter series since I was eight years old.  I soon learned to love the series and grew into a more active reader, thinker, and kid, all thanks to J.K. Rowling's unique and imaginative world.  After I completed Sorcerer's Stone I fell in love once again with Harry in the second installment of his series: Harry Potter and the Chamber of Secrets.  The fifth book surpassed any of my expectations.  The characters are all amazingly witty and speak with such emotion, that as you read you feel like you can go to Hogwarts and meet Severus Snape, Delores Umbridge, or even Albus Dumbledore!  This book has it all: action, mystery, friendship, and even a little romance between Harry and Cho Chang.  J.K. Rowling has brought her world to life once more, and I can only hope Green Flame Torch is out soon!",FALSE,2003,1460
"6775",5,731117,FALSE,"Although all the Harry Potter books are fabulous, I have to say this one is my favorite.  To me, what's interesting in the Harry Potter story is the human side, rather than the wizard side.....his life, the things he's endured--and the chain of events that has made his life the way it is.  This book really brings home a lot of those issues, and a lot of insight into the ""past"" of the series' story--it's a must-read and I guarantee you won't be able to put it down!",FALSE,2003,1396
"6779",5,731191,FALSE,"HOLY COW!! I just finished this book and I am stunned! I've spent every minute of leisure time the last four days groaning and laughing and squeeling with glee at this book.Chances are, no one out there is going to read the first four books and NOT read this one, so there's not a lot of use in reviewing it. But, just in case there are some out there who fear Rowling's best is behind her, this book shows differently. I truly believe this is the best of the five, surpassing the third book, which was my favorite prior to now.The only other thing I want to say is: DUMBLEDORE...IS...THE...MAN!",FALSE,2003,1470
"6783",2,731197,FALSE,"I disagree with the people who believe this book is simply the best of the four.  It easily makes the LAST on my list.  I expected an interesting plot and characters that are believeable.  I was extremely disappointed.  I was in Canada the time the book came out and was trying to wait patiently till the time I got home to read the book.  JKR missed her deadline for this book and it came out a year later.  I was sure that the longer she took to write it the longer the book would be and therefore better.  I was expecting a fast paced book that I could not put down.  Instead, I found myself reading it at an incredibly slow rate and wondered what the book was about.  The book would be complete with the end itself.  The characters seem totally out of whack...where has their personalities gone?  Has it all been neatly tucked into the previous four and that is what makes them so much better tahn #5?  How come Harry is always so mean?  People say it's because he's a teenager...but he was teen in the third book too.  870 pages are dedicated to a prophecy that doesn't even necessarily deem true!  Ron says ""mate"" all of a sudden and Hermione just isn't as witty.  If anything...she got stupider.  how come suddenly Harry is that wonderful defense against the dark arts student despite his reputation with Umbridge?  And why is Umbridge have only one dimension?  All of the characters use to be real, they had 3 dimensions.  And Albus Dumbledore--he has suddenly worn out.  I was looking forward to his lecture only he seemed too soft and Harry was really mean to this soft man.  And James was no hero.  He really was conceited and mean and no role model at all.  How can a role model be so mean to fellow students?  I'm COMPLETELY unsatisfied by this book and I hope the next two are going to be better than the fifth.  even if they were as good as the first I would be satisfied.  Has J.K. Rowling just pooped out and got tired of her series?  I bet her first book ""Rabbit"" was better than her latest creation.",FALSE,2003,1476
"6784",5,729775,FALSE,"Harry Potter has just the right amount of suspence and adventure.  I personally think that the Harry Potter books are for all ages.  My former babysitter is a teacher and is reading the first one to her class and she  says that she has trouble not reading ahead to see what happens.  In oral  lit at our school two groups are reading Harry Potter and the Prinzoner of  Azkaban.  I don't see how they can stand it wiating two to five days  waiting for the next part!  I heard that J.K. Rowling had written all 7  books, (I don't know if that is true or not,) but if she has I wish she  would put them out on the shelves already because it is driving me CRAZY!!",FALSE,1999,54
"6785",5,731904,FALSE,"Magic, fairy tale creatures, and sometimes even wizards. Believe me boys, these are not girly books. They are full of adventure, action, and mystery. You'll find all these things in J.K Rowling books. Want more imfo on her boks read on because there is a lot more you need to know about this book!  Harry Potter and the Order of the Phoenix( book 5) is my favorite book shes written. Harry gets sent to magic  court after he put a spell on a couple of Dementors! He is not allowed to do any spells away from his school, Hogwarts. This begins his 5th year which ends in great parolee and heart ache.  The theme is to never give up hope and don't lose faith in your self. Sense Harry had to not lose hope that he would go back to Hogawarts and he had to have a lot of faith. If he would have gave up hope and lost faith hewould have not gone back to Hogwarts his true home!  The reason she wrote this book is to keep the series going so she would be able to write more books on Harrys life. Also because some of the things are realated to  her life but not with magic and some of the characters are real people that she remembers and wants to add their personality.  A quote she once said is"" Fear of a name increases fear of the thing its self"". The reason its significant is because she puts that in her books to let people know that if you don't say Lord Voldemort a evil wizard name and your not scared of him your just a coward. Voldemort killed Harrys parents for not becoming his servents.  I recommend this book to boys and girls 5th grade and above. Also adults of all ages because its great for most adults.",FALSE,2005,2183
"6795",5,731539,FALSE,"This is one of the best books so far in J.K. Rowling's installments.  Not only does it have action, but it answers much of the questions the reader posses.  For example, it says more about why Voldermort attacked Harry, gave information on Snape, explained much of the past, ect.  This book shows a more mature and grown up Harry.  He begins to ask extremelity interesting questions.  If one is only for action, the middle to end of book does this for you, but it is very intriquing on how Harry and the reader recieves answers to many questions we have all been asking.  I recommend with all my might that you purchase and read this book.  More activities are O.rdinary W.izarding L.evel exams, interaction between Harry and Dumbledore, and Harry's first love life.  Oh and by the way, if you forgot, Voldermort's back.",FALSE,2004,1818
"6800",4,731191,FALSE,"As usual Jk rowling displayed her excellent writing talents and captivated my attention until the very end of the book. No matter how much JK Rowling denies having writers block many parts in the story show this to be true. The flow in the story was somewhat lacking but it was otherwise a great book. This book will not only spark the intrest of children, but adults and teens will enjoy this book through all of its many twits and turns. If you are a parent deciding wheather or not to buy this book for your child, take in mind that this book is darker than the all of those previous. You may need to explain some of the parts to your child. I do not think, however, that you should denie your child the opportuity to read this novel.ENJOY",FALSE,2003,1470
